"district","school","id","year","grads","college","mncollege","remedial"
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2011,58,50,27,"fewer than 10"
"Springfield Public School District","SPRINGFIELD SECONDARY","0085-01-001",2012,41,36,21,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2006,15,"fewer than 10","fewer than 10","fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2007,44,40,28,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2008,72,63,42,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2009,89,68,42,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2010,95,80,41,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2011,86,73,41,"fewer than 10"
"St Paul Conservatory Performing Art","ST PAUL CONSERVATORY PERFORMING ART","4112-07-010",2012,89,68,42,"fewer than 10"
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE ALTERNATIVE","0282-01-010",2006,15,"fewer than 10","fewer than 10","fewer than 10"
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2006,106,94,79,13
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2007,133,117,103,21
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2008,141,131,109,23
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2009,139,119,99,18
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2010,128,110,81,15
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2011,150,128,92,19
"St. Anthony-New Brighton Schools","ST. ANTHONY VILLAGE SENIOR HIGH","0282-01-020",2012,148,130,97,15
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2006,77,64,51,15
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2007,76,54,45,17
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2008,67,54,40,20
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2009,85,68,45,17
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2010,58,49,29,11
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2011,63,55,38,15
"St. Charles Public School District","ST. CHARLES SECONDARY","0858-01-003",2012,70,61,42,10
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2006,50,42,36,"fewer than 10"
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2007,37,28,22,"fewer than 10"
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2008,53,47,39,10
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2009,41,38,31,"fewer than 10"
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2010,40,35,26,"fewer than 10"
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2011,42,38,27,"fewer than 10"
"St. Clair Public School District","ST. CLAIR SECONDARY","0075-01-020",2012,33,26,18,"fewer than 10"
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2006,285,228,199,38
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2007,263,220,184,49
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2008,262,228,184,44
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2009,250,220,189,64
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2010,229,188,152,34
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2011,248,205,178,53
"St. Cloud Public School District","APOLLO SENIOR HIGH","0742-01-057",2012,229,183,161,33
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2006,119,45,39,13
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2007,141,51,38,12
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2008,137,67,52,13
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2009,152,69,52,18
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2010,144,72,49,19
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2011,143,62,34,19
"St. Cloud Public School District","ST CLOUD AREA LEARNING CENTER","0742-01-065",2012,109,36,27,13
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2006,303,253,198,31
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2007,324,276,213,41
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2008,322,286,232,49
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2009,312,267,221,39
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2010,299,257,219,53
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2011,288,252,202,36
"St. Cloud Public School District","TECHNICAL SENIOR HIGH","0742-01-059",2012,279,227,191,28
"St. Croix Preparatory Academy","ST. CROIX PREPARATORY ACADEMY UPPER","4120-07-030",2010,26,26,18,"fewer than 10"
"St. Croix Preparatory Academy","ST. CROIX PREPARATORY ACADEMY UPPER","4120-07-030",2011,12,11,"fewer than 10","fewer than 10"
"St. Croix Preparatory Academy","ST. CROIX PREPARATORY ACADEMY UPPER","4120-07-030",2012,22,18,"fewer than 10","fewer than 10"
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2006,359,272,231,80
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2007,355,275,243,80
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2008,404,320,267,97
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2009,351,272,233,67
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2010,387,311,261,73
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2011,358,267,214,54
"St. Francis Public School District","ST. FRANCIS HIGH","0015-01-122",2012,362,275,234,52
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2006,83,61,41,"fewer than 10"
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2007,85,68,55,16
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2008,76,67,52,12
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2009,87,66,50,12
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2010,89,67,53,18
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2011,84,65,50,16
"St. James Public School District","ST. JAMES SECONDARY","0840-01-111",2012,86,65,46,12
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2006,28,17,17,"fewer than 10"
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2007,30,13,13,"fewer than 10"
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2008,34,24,19,"fewer than 10"
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2009,24,16,13,"fewer than 10"
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2010,29,22,19,"fewer than 10"
"St. Louis County School District","ALBROOK SECONDARY","2142-01-017",2011,38,28,22,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2006,29,21,17,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2007,31,21,16,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2008,38,27,24,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2009,26,21,17,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2010,23,20,17,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2011,25,15,14,"fewer than 10"
"St. Louis County School District","CHERRY SECONDARY","2142-01-095",2012,27,18,17,"fewer than 10"
"St. Louis County School District","COOK SECONDARY","2142-01-115",2006,32,25,24,"fewer than 10"
"St. Louis County School District","COOK SECONDARY","2142-01-115",2007,38,31,28,11
"St. Louis County School District","COOK SECONDARY","2142-01-115",2008,36,28,24,"fewer than 10"
"St. Louis County School District","COOK SECONDARY","2142-01-115",2009,35,30,24,10
"St. Louis County School District","COOK SECONDARY","2142-01-115",2010,24,18,17,"fewer than 10"
"St. Louis County School District","COOK SECONDARY","2142-01-115",2011,27,19,18,"fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2006,20,13,13,"fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2007,20,14,14,"fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2008,14,"fewer than 10","fewer than 10","fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2009,14,11,11,"fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2010,16,11,11,"fewer than 10"
"St. Louis County School District","COTTON SECONDARY","2142-01-101",2011,15,11,11,"fewer than 10"
"St. Louis County School District","NORTH WOODS SECONDARY","2142-01-055",2012,48,27,27,18
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2006,24,20,20,10
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2007,35,27,27,"fewer than 10"
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2008,37,28,27,14
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2009,44,36,33,"fewer than 10"
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2010,37,31,27,11
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2011,33,24,22,"fewer than 10"
"St. Louis County School District","NORTHEAST RANGE SECONDARY","2142-01-035",2012,36,30,29,12
"St. Louis County School District","ORR SECONDARY","2142-01-210",2006,27,16,16,"fewer than 10"
"St. Louis County School District","ORR SECONDARY","2142-01-210",2007,15,11,11,"fewer than 10"
"St. Louis County School District","ORR SECONDARY","2142-01-210",2008,11,"fewer than 10","fewer than 10","fewer than 10"
"St. Louis County School District","ORR SECONDARY","2142-01-210",2009,20,15,15,"fewer than 10"
"St. Louis County School District","ORR SECONDARY","2142-01-210",2010,28,18,18,"fewer than 10"
"St. Louis County School District","ORR SECONDARY","2142-01-210",2011,21,18,18,11
"St. Louis County School District","SOUTH RIDGE SECONDARY","2142-01-045",2012,38,24,24,"fewer than 10"
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2006,28,20,20,13
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2007,16,13,13,"fewer than 10"
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2008,25,15,15,"fewer than 10"
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2009,16,13,13,"fewer than 10"
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2010,16,"fewer than 10","fewer than 10","fewer than 10"
"St. Louis County School District","TOWER-SOUDAN SECONDARY","2142-01-030",2011,20,14,14,"fewer than 10"
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2006,227,196,111,25
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2007,279,241,146,31
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2008,237,216,137,38
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2009,229,204,134,33
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2010,253,226,129,33
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2011,240,217,141,41
"St. Louis Park Public School Dist.","ST. LOUIS PARK SENIOR HIGH","0283-01-040",2012,277,239,134,25
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2006,225,177,138,40
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2007,256,202,156,48
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2008,245,199,148,50
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2009,290,251,186,58
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2010,274,228,176,46
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2011,292,262,197,48
"St. Michael-Albertville School Dist","ST. MICHAEL-ALBERTVILLE SENIOR HIGH","0885-01-020",2012,285,228,161,21
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2006,24,16,15,11
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2007,33,20,18,15
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2008,30,15,12,"fewer than 10"
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2009,36,26,22,11
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2010,38,22,21,13
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2011,34,24,19,13
"St. Paul Public School District","A. G. A. P. E. TEEN PARENT","0625-01-006",2012,37,20,17,12
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2006,38,24,22,"fewer than 10"
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2007,33,19,16,"fewer than 10"
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2008,24,16,"fewer than 10","fewer than 10"
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2009,24,14,"fewer than 10","fewer than 10"
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2010,26,20,13,"fewer than 10"
"St. Paul Public School District","ALC CREATIVE ARTS SCHOOL","0625-01-719",2011,25,19,16,"fewer than 10"
"St. Paul Public School District","AREA LEARNING CNTR COMMUNITY SCHOOL","0625-01-715",2006,35,18,13,"fewer than 10"
"St. Paul Public School District","AREA LEARNING CNTR COMMUNITY SCHOOL","0625-01-715",2007,51,15,13,"fewer than 10"
"St. Paul Public School District","AREA LEARNING CNTR COMMUNITY SCHOOL","0625-01-715",2008,30,10,"fewer than 10","fewer than 10"
"St. Paul Public School District","AREA LEARNING CNTR COMMUNITY SCHOOL","0625-01-715",2009,30,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","ARLINGTON SENIOR HIGH","0625-01-240",2006,297,210,170,85
"St. Paul Public School District","ARLINGTON SENIOR HIGH","0625-01-240",2007,257,185,156,76
"St. Paul Public School District","ARLINGTON SENIOR HIGH","0625-01-240",2008,262,195,168,90
"St. Paul Public School District","ARLINGTON SENIOR HIGH","0625-01-240",2009,257,196,170,76
"St. Paul Public School District","ARLINGTON SENIOR HIGH","0625-01-240",2010,180,139,110,47
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2006,344,279,185,58
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2007,376,317,205,65
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2008,398,349,220,77
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2009,411,364,244,78
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2010,437,380,249,71
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2011,441,390,271,102
"St. Paul Public School District","CENTRAL SENIOR HIGH","0625-01-210",2012,426,372,255,74
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2006,251,203,151,47
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2007,235,182,150,47
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2008,224,182,146,55
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2009,275,213,155,56
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2010,279,225,171,63
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2011,316,268,196,86
"St. Paul Public School District","COMO PARK SENIOR HIGH","0625-01-212",2012,304,233,176,68
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2006,184,41,26,"fewer than 10"
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2007,186,30,22,"fewer than 10"
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2008,194,48,30,13
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2009,205,56,39,"fewer than 10"
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2010,139,27,20,11
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2011,100,16,14,"fewer than 10"
"St. Paul Public School District","FOCUS BEYOND","0625-01-608",2012,117,18,13,"fewer than 10"
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2006,171,69,58,22
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2007,149,68,47,32
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2008,127,55,32,23
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2009,119,61,43,26
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2010,126,63,45,23
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2011,153,72,48,28
"St. Paul Public School District","GORDON PARKS HIGH SCHOOL","0625-01-710",2012,183,83,64,28
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2006,22,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2007,15,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2008,23,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2009,14,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2010,19,"fewer than 10","fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2011,37,15,"fewer than 10","fewer than 10"
"St. Paul Public School District","GUADALUPE ALTERNATIVE PROGRAMS","0625-01-841",2012,30,13,10,"fewer than 10"
"St. Paul Public School District","HARDING SENIOR HIGH","0625-01-215",2006,334,234,197,86
